OFFENSE_LATITUDE,OFFENSE_LONGITUDE,CATEGORY,Total_Occurrences,Weighted_Crime_Score
38.901,-77.02,Assault with a Dangerous Weapon,1,8
38.901,-77.02,Damage to Property,5,5
38.901,-77.02,Driving/Boating While Intoxicated,4,4
38.901,-77.02,Liquor Law Violations,2,2
38.901,-77.02,Narcotics,8,40
38.901,-77.02,Other Crimes,2,2
38.901,-77.02,Property Crimes,3,3
38.901,-77.02,Release Violations,4,4
38.901,-77.02,Release Violations/Fugitive,5,5
38.901,-77.02,Release Violations/Fugitive (Warr),2,2
38.901,-77.02,Simple Assault,4,4
38.901,-77.02,Traffic Violations,1,2
38.901,-77.02,Weapon Violations,2,2
38.901,-77.019,Aggravated Assault,1,1
38.901,-77.019,Damage to Property,1,1
38.901,-77.019,Driving/Boating While Intoxicated,1,1
38.901,-77.019,Liquor Law Violations,4,4
38.901,-77.019,Narcotics,5,25
38.901,-77.019,Property Crimes,1,1
38.901,-77.019,Release Violations,2,2
38.901,-77.019,Release Violations/Fugitive,3,3
38.901,-77.019,Release Violations/Fugitive (Warr),1,1
38.901,-77.019,Simple Assault,6,6
38.901,-77.019,Traffic Violations,2,4
38.901,-77.018,Burglary,1,6
38.901,-77.018,Driving/Boating While Intoxicated,1,1
38.901,-77.018,Property Crimes,1,1
38.901,-77.018,Simple Assault,3,3
38.901,-77.018,Traffic Violations,1,2
38.901,-77.017,Driving/Boating While Intoxicated,1,1
38.901,-77.017,Other Crimes,1,1
38.901,-77.017,Sex Offenses,1,10
38.901,-77.017,Simple Assault,2,2
38.901,-77.017,Theft from Auto,1,1
38.901,-77.017,Traffic Violations,1,2
38.901,-77.016,Burglary,1,6
38.901,-77.016,Damage to Property,1,1
38.901,-77.016,Driving/Boating While Intoxicated,1,1
38.901,-77.016,Fraud and Financial Crimes,1,1
38.901,-77.016,Liquor Law Violations,1,1
38.901,-77.016,Offenses Against Family & Children,1,1
38.901,-77.016,Other Crimes,1,1
38.901,-77.016,Release Violations,1,1
38.901,-77.016,Release Violations/Fugitive,1,1
38.901,-77.016,Simple Assault,3,3
38.901,-77.016,Traffic Violations,2,4
38.901,-77.015,Assault on a Police Officer,1,1
38.901,-77.015,Damage to Property,1,1
38.901,-77.015,Narcotics,2,10
38.901,-77.015,Release Violations,1,1
38.901,-77.015,Robbery,1,7
38.901,-77.015,Sex Abuse,1,9
38.901,-77.015,Simple Assault,5,5
38.901,-77.015,Theft,1,1
38.901,-77.013,Damage to Property,2,2
38.901,-77.013,Driving/Boating While Intoxicated,2,2
38.901,-77.013,Offenses Against Family & Children,2,2
38.901,-77.013,Other Crimes,3,3
38.901,-77.013,Release Violations,2,2
38.901,-77.013,Release Violations/Fugitive (Warr),1,1
38.901,-77.013,Sex Offenses,2,20
38.901,-77.013,Simple Assault,15,15
38.901,-77.013,Theft,1,1
38.901,-77.013,Vending Violations,1,1
38.901,-77.013,Weapon Violations,1,1
38.901,-77.012,Property Crimes,1,1
38.901,-77.012,Robbery,2,14
38.901,-77.012,Weapon Violations,1,1
38.901,-77.01,Damage to Property,1,1
38.901,-77.01,Driving/Boating While Intoxicated,1,1
38.901,-77.01,Narcotics,1,5
38.901,-77.01,Traffic Violations,1,2
38.901,-77.009,Driving/Boating While Intoxicated,1,1
38.901,-77.009,Traffic Violations,1,2
38.901,-77.008,Fraud and Financial Crimes (Frau),1,1
38.901,-77.008,Traffic Violations,1,2
38.901,-77.007,Assault with a Dangerous Weapon,1,8
38.901,-77.007,Liquor Law Violations,1,1
38.901,-77.007,Simple Assault,1,1
38.901,-77.004,Disorderly Conduct,2,2
38.901,-77.004,Driving/Boating While Intoxicated,1,1
38.901,-77.004,Property Crimes,1,1
38.901,-77.004,Simple Assault,1,1
38.901,-77.003,Assault with a Dangerous Weapon,2,16
38.901,-77.003,Damage to Property,1,1
38.901,-77.003,Driving/Boating While Intoxicated,1,1
38.901,-77.003,Release Violations,1,1
38.901,-77.003,Simple Assault,7,7
38.901,-77.003,Theft,2,2
38.901,-77.003,Weapon Violations,1,1
38.901,-77.002,Assault on a Police Officer,1,1
38.901,-77.002,Narcotics,2,10
38.901,-77.002,Other Crimes,1,1
38.901,-77.002,Release Violations,1,1
38.901,-77.002,Release Violations/Fugitive,1,1
38.901,-77.002,Release Violations/Fugitive (Warr),1,1
38.901,-77.002,Simple Assault,2,2
38.901,-77.002,Theft,1,1
38.901,-77.002,Traffic Violations,2,4
38.901,-77.001,Disorderly Conduct,2,2
38.901,-77.001,Driving/Boating While Intoxicated,1,1
38.901,-77.001,Other Crimes,1,1
38.901,-77.001,Simple Assault,1,1
38.901,-77.001,Traffic Violations,1,2
38.901,-77,Driving/Boating While Intoxicated,3,3
38.901,-77,Liquor Law Violations,1,1
38.901,-77,Narcotics,1,5
38.901,-77,Prostitution,1,6
38.901,-77,Release Violations,1,1
38.901,-77,Release Violations/Fugitive,1,1
38.901,-77,Simple Assault,2,2
38.901,-76.999,Simple Assault,1,1
38.901,-76.999,Traffic Violations,2,4
38.901,-76.998,Liquor Law Violations,1,1
38.901,-76.998,Other Crimes,1,1
38.901,-76.998,Simple Assault,2,2
38.901,-76.998,Weapon Violations,1,1
38.901,-76.997,Aggravated Assault,1,1
38.901,-76.997,Assault on a Police Officer,1,1
38.901,-76.997,Damage to Property,1,1
38.901,-76.997,Narcotics,1,5
38.901,-76.997,Other Crimes,2,2
38.901,-76.997,Simple Assault,7,7
38.901,-76.996,Damage to Property,1,1
38.901,-76.996,Offenses Against Family & Children,2,2
38.901,-76.996,Release Violations/Fugitive,3,3
38.901,-76.996,Traffic Violations,5,10
38.901,-76.996,Weapon Violations,3,3
38.901,-76.995,Assault on a Police Officer,1,1
38.901,-76.995,Assault with a Dangerous Weapon,1,8
38.901,-76.995,Driving/Boating While Intoxicated,3,3
38.901,-76.995,Liquor Law Violations,2,2
38.901,-76.995,Narcotics,11,55
38.901,-76.995,Property Crimes,1,1
38.901,-76.995,Release Violations/Fugitive,1,1
38.901,-76.995,Sex Offenses,1,10
38.901,-76.995,Simple Assault,4,4
38.901,-76.995,Traffic Violations,4,8
38.901,-76.995,Weapon Violations,3,3
38.901,-76.994,Driving/Boating While Intoxicated,1,1
38.901,-76.994,Simple Assault,1,1
38.901,-76.994,Traffic Violations,2,4
38.901,-76.993,Driving/Boating While Intoxicated,2,2
38.901,-76.993,Robbery,1,7
38.901,-76.993,Simple Assault,1,1
38.901,-76.993,Traffic Violations,2,4
38.901,-76.992,Assault with a Dangerous Weapon,1,8
38.901,-76.992,Narcotics,2,10
38.901,-76.992,Offenses Against Family & Children,1,1
38.901,-76.992,Simple Assault,6,6
38.901,-76.992,Theft,1,1
38.901,-76.991,Burglary,1,6
38.901,-76.991,Release Violations/Fugitive (Warr),1,1
38.901,-76.991,Simple Assault,1,1
38.901,-76.99,Assault with a Dangerous Weapon,1,8
38.901,-76.99,Damage to Property,1,1
38.901,-76.99,Driving/Boating While Intoxicated,2,2
38.901,-76.99,Other Crimes,2,2
38.901,-76.99,Property Crimes,1,1
38.901,-76.99,Release Violations/Fugitive,1,1
38.901,-76.99,Sex Abuse,1,9
38.901,-76.99,Simple Assault,7,7
38.901,-76.99,Traffic Violations,1,2
38.901,-76.989,Aggravated Assault,5,5
38.901,-76.989,Assault with a Dangerous Weapon,1,8
38.901,-76.989,Burglary,1,6
38.901,-76.989,Damage to Property,3,3
38.901,-76.989,Narcotics,1,5
38.901,-76.989,Other Crimes,2,2
38.901,-76.989,Simple Assault,4,4
38.901,-76.989,Traffic Violations,1,2
38.901,-76.988,Aggravated Assault,1,1
38.901,-76.988,Property Crimes,2,2
38.901,-76.988,Release Violations/Fugitive,1,1
38.901,-76.988,Simple Assault,3,3
38.901,-76.987,Assault on a Police Officer,1,1
38.901,-76.987,Assault with a Dangerous Weapon,1,8
38.901,-76.987,Disorderly Conduct,1,1
38.901,-76.987,Release Violations,1,1
38.901,-76.987,Sex Offenses,1,10
38.901,-76.987,Simple Assault,6,6
38.901,-76.987,Theft,1,1
38.901,-76.987,Traffic Violations,1,2
38.901,-76.986,Assault with a Dangerous Weapon,1,8
38.901,-76.986,Damage to Property,3,3
38.901,-76.986,Disorderly Conduct,1,1
38.901,-76.986,Driving/Boating While Intoxicated,1,1
38.901,-76.986,Homicide,1,8
38.901,-76.986,Property Crimes,3,3
38.901,-76.986,Release Violations/Fugitive,1,1
38.901,-76.986,Simple Assault,7,7
38.901,-76.986,Traffic Violations,1,2
38.901,-76.986,Weapon Violations,4,4
38.901,-76.985,Damage to Property,2,2
38.901,-76.985,Driving/Boating While Intoxicated,3,3
38.901,-76.985,Liquor Law Violations,1,1
38.901,-76.985,Property Crimes,4,4
38.901,-76.985,Release Violations/Fugitive,2,2
38.901,-76.985,Simple Assault,4,4
38.901,-76.985,Traffic Violations,2,4
38.901,-76.985,Weapon Violations,3,3
38.901,-76.984,Assault on a Police Officer,1,1
38.901,-76.984,Driving/Boating While Intoxicated,4,4
38.901,-76.984,Liquor Law Violations,3,3
38.901,-76.984,Other Crimes,6,6
38.901,-76.984,Release Violations/Fugitive,3,3
38.901,-76.984,Release Violations/Fugitive (Warr),2,2
38.901,-76.984,Simple Assault,3,3
38.901,-76.984,Traffic Violations,2,4
38.901,-76.984,Weapon Violations,1,1
38.901,-76.983,Aggravated Assault,1,1
38.901,-76.983,Assault with a Dangerous Weapon,4,32
38.901,-76.983,Burglary,1,6
38.901,-76.983,Disorderly Conduct,1,1
38.901,-76.983,Driving/Boating While Intoxicated,3,3
38.901,-76.983,Liquor Law Violations,18,18
38.901,-76.983,Narcotics,23,115
38.901,-76.983,Offenses Against Family & Children,2,2
38.901,-76.983,Other Crimes,2,2
38.901,-76.983,Property Crimes,2,2
38.901,-76.983,Release Violations,12,12
38.901,-76.983,Release Violations/Fugitive,4,4
38.901,-76.983,Release Violations/Fugitive (Fug),1,1
38.901,-76.983,Release Violations/Fugitive (Warr),3,3
38.901,-76.983,Robbery,1,7
38.901,-76.983,Simple Assault,21,21
38.901,-76.983,Theft,1,1
38.901,-76.983,Theft from Auto,2,2
38.901,-76.983,Traffic Violations,15,30
38.901,-76.983,Vending Violations,1,1
38.901,-76.983,Weapon Violations,11,11
38.901,-76.982,Aggravated Assault,2,2
38.901,-76.982,Assault on a Police Officer,4,4
38.901,-76.982,Assault with a Dangerous Weapon,2,16
38.901,-76.982,Damage to Property,2,2
38.901,-76.982,Driving/Boating While Intoxicated,4,4
38.901,-76.982,Fraud and Financial Crimes,1,1
38.901,-76.982,Liquor Law Violations,3,3
38.901,-76.982,Narcotics,10,50
38.901,-76.982,Other Crimes,11,11
38.901,-76.982,Property Crimes,5,5
38.901,-76.982,Release Violations,5,5
38.901,-76.982,Release Violations/Fugitive,4,4
38.901,-76.982,Release Violations/Fugitive (Warr),2,2
38.901,-76.982,Robbery,2,14
38.901,-76.982,Sex Offenses,1,10
38.901,-76.982,Simple Assault,24,24
38.901,-76.982,Theft,99,99
38.901,-76.982,Traffic Violations,4,8
38.901,-76.982,Weapon Violations,5,5
38.901,-76.981,Driving/Boating While Intoxicated,1,1
38.901,-76.981,Liquor Law Violations,1,1
38.901,-76.981,Motor Vehicle Theft,1,1
38.901,-76.981,Offenses Against Family & Children,1,1
38.901,-76.981,Other Crimes,1,1
38.901,-76.981,Release Violations,3,3
38.901,-76.981,Simple Assault,4,4
38.901,-76.981,Theft,1,1
38.901,-76.981,Traffic Violations,1,2
38.901,-76.981,Weapon Violations,1,1
38.901,-76.98,Assault on a Police Officer,11,11
38.901,-76.98,Assault with a Dangerous Weapon,3,24
38.901,-76.98,Damage to Property,1,1
38.901,-76.98,Driving/Boating While Intoxicated,4,4
38.901,-76.98,Fraud and Financial Crimes,1,1
38.901,-76.98,Homicide,1,8
38.901,-76.98,Narcotics,3,15
38.901,-76.98,Other Crimes,33,33
38.901,-76.98,Property Crimes,6,6
38.901,-76.98,Release Violations,2,2
38.901,-76.98,Release Violations/Fugitive,5,5
38.901,-76.98,Release Violations/Fugitive (Warr),2,2
38.901,-76.98,Robbery,1,7
38.901,-76.98,Sex Offenses,1,10
38.901,-76.98,Simple Assault,20,20
38.901,-76.98,Theft,53,53
38.901,-76.98,Traffic Violations,5,10
38.901,-76.98,Weapon Violations,8,8
38.901,-76.979,Release Violations,1,1
38.901,-76.979,Traffic Violations,2,4
38.901,-76.979,Weapon Violations,3,3
38.901,-76.978,Assault on a Police Officer,1,1
38.901,-76.978,Damage to Property,1,1
38.901,-76.978,Driving/Boating While Intoxicated,1,1
38.901,-76.978,Narcotics,3,15
38.901,-76.978,Other Crimes,3,3
38.901,-76.978,Property Crimes,5,5
38.901,-76.978,Release Violations/Fugitive,3,3
38.901,-76.978,Simple Assault,3,3
38.901,-76.978,Traffic Violations,3,6
38.901,-76.978,Weapon Violations,3,3
38.901,-76.977,Assault with a Dangerous Weapon,1,8
38.901,-76.977,Narcotics,9,45
38.901,-76.977,Other Crimes,1,1
38.901,-76.977,Property Crimes,1,1
38.901,-76.977,Release Violations/Fugitive,1,1
38.901,-76.977,Simple Assault,11,11
38.901,-76.977,Traffic Violations,1,2
38.901,-76.977,Weapon Violations,1,1
38.901,-76.976,Assault on a Police Officer,1,1
38.901,-76.976,Assault with a Dangerous Weapon,2,16
38.901,-76.976,Damage to Property,1,1
38.901,-76.976,Homicide,1,8
38.901,-76.976,Offenses Against Family & Children,1,1
38.901,-76.976,Other Crimes,1,1
38.901,-76.976,Release Violations/Fugitive,1,1
38.901,-76.976,Simple Assault,15,15
38.901,-76.976,Traffic Violations,2,4
38.901,-76.976,Weapon Violations,1,1
38.901,-76.975,Damage to Property,1,1
38.901,-76.975,Offenses Against Family & Children,1,1
38.901,-76.975,Other Crimes,1,1
38.901,-76.975,Release Violations/Fugitive,1,1
38.901,-76.975,Simple Assault,5,5
38.901,-76.975,Traffic Violations,1,2
38.901,-76.974,Assault on a Police Officer,1,1
38.901,-76.974,Burglary,1,6
38.901,-76.974,Damage to Property,2,2
38.901,-76.974,Driving/Boating While Intoxicated,1,1
38.901,-76.974,Narcotics,1,5
38.901,-76.974,Offenses Against Family & Children,1,1
38.901,-76.974,Other Crimes,2,2
38.901,-76.974,Release Violations/Fugitive (Warr),1,1
38.901,-76.974,Robbery,1,7
38.901,-76.974,Simple Assault,19,19
38.901,-76.974,Traffic Violations,1,2
38.901,-76.974,Weapon Violations,3,3
38.901,-76.971,Traffic Violations,1,2
38.901,-76.959,Driving/Boating While Intoxicated,1,1
38.901,-76.957,Burglary,1,6
38.901,-76.957,Driving/Boating While Intoxicated,2,2
38.901,-76.957,Property Crimes,1,1
38.901,-76.957,Release Violations,1,1
38.901,-76.957,Release Violations/Fugitive,1,1
38.901,-76.957,Traffic Violations,11,22
38.901,-76.953,Release Violations/Fugitive,1,1
38.901,-76.953,Simple Assault,1,1
38.901,-76.953,Traffic Violations,1,2
38.901,-76.952,Driving/Boating While Intoxicated,1,1
38.901,-76.952,Offenses Against Family & Children,2,2
38.901,-76.952,Simple Assault,2,2
38.901,-76.951,Damage to Property,1,1
38.901,-76.95,Other Crimes,2,2
38.901,-76.949,Damage to Property,2,2
38.901,-76.949,Driving/Boating While Intoxicated,1,1
38.901,-76.949,Other Crimes,1,1
38.901,-76.949,Release Violations/Fugitive,2,2
38.901,-76.949,Sex Offenses,1,10
38.901,-76.949,Simple Assault,3,3
38.901,-76.948,Assault with a Dangerous Weapon,1,8
38.901,-76.948,Damage to Property,1,1
38.901,-76.948,Driving/Boating While Intoxicated,2,2
38.901,-76.948,Homicide,1,8
38.901,-76.948,Narcotics,1,5
38.901,-76.948,Other Crimes,1,1
38.901,-76.948,Property Crimes,1,1
38.901,-76.948,Simple Assault,15,15
38.901,-76.948,Traffic Violations,3,6
38.901,-76.948,Weapon Violations,1,1
38.901,-76.947,Assault on a Police Officer,1,1
38.901,-76.947,Assault with a Dangerous Weapon,1,8
38.901,-76.947,Damage to Property,5,5
38.901,-76.947,Driving/Boating While Intoxicated,4,4
38.901,-76.947,Homicide,1,8
38.901,-76.947,Narcotics,2,10
38.901,-76.947,Other Crimes,4,4
38.901,-76.947,Release Violations,2,2
38.901,-76.947,Robbery,1,7
38.901,-76.947,Simple Assault,11,11
38.901,-76.947,Theft,1,1
38.901,-76.947,Traffic Violations,8,16
38.901,-76.946,Assault on a Police Officer,1,1
38.901,-76.946,Damage to Property,4,4
38.901,-76.946,Driving/Boating While Intoxicated,1,1
38.901,-76.946,Liquor Law Violations,1,1
38.901,-76.946,Narcotics,6,30
38.901,-76.946,Offenses Against Family & Children,5,5
38.901,-76.946,Other Crimes,5,5
38.901,-76.946,Property Crimes,2,2
38.901,-76.946,Release Violations,1,1
38.901,-76.946,Release Violations/Fugitive,1,1
38.901,-76.946,Release Violations/Fugitive (Warr),3,3
38.901,-76.946,Sex Offenses,1,10
38.901,-76.946,Simple Assault,24,24
38.901,-76.946,Theft from Auto,1,1
38.901,-76.946,Traffic Violations,4,8
38.901,-76.946,Weapon Violations,4,4
38.901,-76.944,Traffic Violations,1,2
38.901,-76.943,Assault with a Dangerous Weapon,1,8
38.901,-76.943,Driving/Boating While Intoxicated,3,3
38.901,-76.943,Property Crimes,1,1
38.901,-76.943,Release Violations,1,1
38.901,-76.943,Release Violations/Fugitive,2,2
38.901,-76.943,Release Violations/Fugitive (Warr),3,3
38.901,-76.943,Simple Assault,2,2
38.901,-76.943,Traffic Violations,21,42
38.901,-76.943,Vending Violations,1,1
38.901,-76.943,Weapon Violations,2,2
38.901,-76.942,Assault with a Dangerous Weapon,1,8
38.901,-76.942,Damage to Property,3,3
38.901,-76.942,Driving/Boating While Intoxicated,9,9
38.901,-76.942,Narcotics,2,10
38.901,-76.942,Other Crimes,6,6
38.901,-76.942,Release Violations/Fugitive,5,5
38.901,-76.942,Release Violations/Fugitive (Fug),1,1
38.901,-76.942,Robbery,1,7
38.901,-76.942,Simple Assault,8,8
38.901,-76.942,Theft,2,2
38.901,-76.942,Traffic Violations,41,82
38.901,-76.942,Weapon Violations,1,1
38.901,-76.941,Damage to Property,1,1
38.901,-76.941,Driving/Boating While Intoxicated,4,4
38.901,-76.941,Liquor Law Violations,2,2
38.901,-76.941,Narcotics,1,5
38.901,-76.941,Release Violations/Fugitive,1,1
38.901,-76.941,Sex Offenses,1,10
38.901,-76.941,Traffic Violations,14,28
38.901,-76.94,Aggravated Assault,1,1
38.901,-76.94,Assault on a Police Officer,1,1
38.901,-76.94,Assault with a Dangerous Weapon,4,32
38.901,-76.94,Damage to Property,1,1
38.901,-76.94,Disorderly Conduct,3,3
38.901,-76.94,Driving/Boating While Intoxicated,4,4
38.901,-76.94,Liquor Law Violations,3,3
38.901,-76.94,Narcotics,5,25
38.901,-76.94,Other Crimes,8,8
38.901,-76.94,Property Crimes,5,5
38.901,-76.94,Release Violations,3,3
38.901,-76.94,Release Violations/Fugitive,6,6
38.901,-76.94,Release Violations/Fugitive (Warr),1,1
38.901,-76.94,Robbery,1,7
38.901,-76.94,Sex Offenses,1,10
38.901,-76.94,Simple Assault,9,9
38.901,-76.94,Theft,3,3
38.901,-76.94,Traffic Violations,73,146
38.901,-76.94,Weapon Violations,7,7
38.901,-76.939,Disorderly Conduct,1,1
38.901,-76.939,Driving/Boating While Intoxicated,6,6
38.901,-76.939,Homicide,1,8
38.901,-76.939,Liquor Law Violations,2,2
38.901,-76.939,Narcotics,5,25
38.901,-76.939,Offenses Against Family & Children,1,1
38.901,-76.939,Release Violations/Fugitive,3,3
38.901,-76.939,Release Violations/Fugitive (Warr),1,1
38.901,-76.939,Robbery,3,21
38.901,-76.939,Simple Assault,10,10
38.901,-76.939,Traffic Violations,86,172
38.901,-76.939,Weapon Violations,2,2
38.901,-76.938,Other Crimes,1,1
38.901,-76.938,Release Violations/Fugitive,1,1
38.901,-76.938,Simple Assault,1,1
38.901,-76.938,Weapon Violations,1,1
38.901,-76.937,Damage to Property,3,3
38.901,-76.937,Liquor Law Violations,1,1
38.901,-76.937,Narcotics,1,5
38.901,-76.937,Other Crimes,2,2
38.901,-76.937,Robbery,1,7
38.901,-76.937,Simple Assault,2,2
38.901,-76.937,Traffic Violations,2,4
38.901,-76.936,Liquor Law Violations,2,2
38.901,-76.936,Narcotics,1,5
38.901,-76.936,Simple Assault,1,1
38.901,-76.936,Traffic Violations,1,2
38.901,-76.935,Driving/Boating While Intoxicated,1,1
38.901,-76.935,Narcotics,1,5
38.901,-76.935,Sex Offenses,1,10
38.901,-76.935,Simple Assault,2,2
38.901,-76.935,Traffic Violations,1,2
38.901,-76.934,Assault with a Dangerous Weapon,1,8
38.901,-76.934,Damage to Property,3,3
38.901,-76.934,Release Violations/Fugitive,1,1
38.901,-76.934,Sex Abuse,1,9
38.901,-76.934,Simple Assault,8,8
38.901,-76.934,Traffic Violations,1,2
38.901,-76.933,Damage to Property,1,1
38.901,-76.933,Robbery,1,7
38.901,-76.933,Theft,1,1
38.901,-76.933,Traffic Violations,1,2
38.901,-76.932,Sex Abuse,1,9
38.901,-76.932,Simple Assault,1,1
38.901,-76.932,Traffic Violations,2,4
38.901,-76.931,Assault on a Police Officer,1,1
38.901,-76.931,Damage to Property,3,3
38.901,-76.931,Other Crimes,2,2
38.901,-76.931,Simple Assault,14,14
38.901,-76.931,Weapon Violations,4,4
38.901,-76.93,Assault on a Police Officer,1,1
38.901,-76.93,Assault with a Dangerous Weapon,2,16
38.901,-76.93,Damage to Property,1,1
38.901,-76.93,Narcotics,1,5
38.901,-76.93,Other Crimes,1,1
38.901,-76.93,Simple Assault,12,12
38.901,-76.93,Theft,1,1
38.901,-76.93,Traffic Violations,1,2
38.901,-76.929,Assault with a Dangerous Weapon,1,8
38.901,-76.929,Damage to Property,1,1
38.901,-76.929,Other Crimes,2,2
38.901,-76.929,Sex Abuse,1,9
38.901,-76.929,Simple Assault,8,8
38.901,-76.928,Burglary,1,6
38.901,-76.928,Release Violations,1,1
38.901,-76.928,Release Violations/Fugitive (Warr),1,1
38.901,-76.928,Simple Assault,1,1
38.901,-76.927,Other Crimes,1,1
38.901,-76.925,Driving/Boating While Intoxicated,1,1
38.901,-76.925,Narcotics,1,5
38.901,-76.925,Release Violations,2,2
38.901,-76.925,Simple Assault,5,5
38.901,-76.925,Traffic Violations,3,6
38.901,-76.925,Weapon Violations,1,1
38.901,-76.924,Assault with a Dangerous Weapon,1,8
38.901,-76.924,Damage to Property,1,1
38.901,-76.924,Release Violations,1,1
38.901,-76.924,Release Violations/Fugitive,2,2
38.901,-76.924,Release Violations/Fugitive (Warr),1,1
38.901,-76.924,Simple Assault,3,3
38.901,-76.924,Theft,1,1
38.901,-76.923,Damage to Property,4,4
38.901,-76.923,Offenses Against Family & Children,3,3
38.901,-76.923,Other Crimes,1,1
38.901,-76.923,Simple Assault,3,3
38.901,-76.923,Traffic Violations,1,2
38.901,-76.923,Weapon Violations,1,1
38.901,-76.922,Assault with a Dangerous Weapon,1,8
38.901,-76.922,Damage to Property,4,4
38.901,-76.922,Offenses Against Family & Children,1,1
38.901,-76.922,Property Crimes,1,1
38.901,-76.922,Simple Assault,2,2
38.901,-76.922,Traffic Violations,1,2
38.901,-76.921,Damage to Property,1,1
38.901,-76.921,Prostitution,1,6
38.901,-76.921,Simple Assault,1,1
38.901,-76.921,Traffic Violations,1,2
38.901,-76.92,Driving/Boating While Intoxicated,1,1
38.901,-76.92,Release Violations/Fugitive (Warr),1,1
38.901,-76.92,Simple Assault,1,1
38.9017,-77.0611,Burglary,1,6
38.9017,-77.0611,Damage to Property,1,1
38.9017,-77.0611,Simple Assault,2,2
